,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
2257,7782,2014,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,332.0,1,1991.0,0.0,   3,91223
2258,5926,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1980.0,V,   .,
2259,18601,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,520.0,1,2011.0,0.3,   2,01224
2260,17176,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,530.0,1,2011.0,0.3,   3,13004
2261,9531,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,800.0,2,1950.0,0.0,   4,42218
2262,2205,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520.0,1,1960.0,0.0,   .,33063
2263,4235,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,1,1988.0,0.0,   .,13096
2264,18356,2015,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,2205.0,3,1895.0,0.0,   7,94067
2265,3600,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,1980.0,0.0,   .,44109
2266,18884,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1920.0,1,1978.0,0.3,   4,13004
2267,4079,2013,"0,901369863",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,2,1960.0,0.0,   .,90032
2268,16170,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,678.0,2,1950.0,0.3,   2,76655
2269,19452,2014,"0,775342466",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1300.0,2,2013.0,0.6,   4,38534
2270,7751,2013,"0,126027397",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,356.0,3,1980.0,0.0,   .,64483
2271,11191,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100.0,3,1960.0,0.0,   .,92004
2272,6155,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,3,1980.0,0.0,   .,83137
2273,7759,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1980.0,0.0,   .,68315
2274,14108,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3619.0,3,1960.0,0.0,   .,93051
2275,13681,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5155.0,3,1980.0,0.0,   .,92051
2276,3230,2013,"0,665753425",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,1,,0.0,   .,86194
2277,1374,2014,"0,915068493",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,270.0,4,1960.0,0.0,   .,06032
2278,12659,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,689.0,2,1988.0,0.0,   .,83069
2279,8900,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280.0,4,,0.0,   .,06083
2280,1633,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,480.0,2,1970.0,0.3,   2,62201
2281,4013,2012,"0,74863388",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1044.0,1,1960.0,0.0,   .,50218
2282,5841,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2210.0,2,1970.0,0.0,   3,63113
2283,12844,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2470.0,1,1960.0,0.6,   5,28140
2284,15366,2013,"0,747945205",1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1960.0,V,   .,
2285,4849,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,1352.0,2,1898.0,0.0,   3,68224
2286,10640,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2440.0,3,1970.0,0.6,   4,92064
2287,2124,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,3,1960.0,0.0,   .,54395
2288,6509,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4700.0,1,2003.0,0.0,   5,43137
2289,13781,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,391.0,3,1960.0,0.0,   .,54395
2290,8634,2016,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,,0.0,   .,34145
2291,19191,2016,"0,99726776",0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,550.0,2,1960.0,0.6,   4,95428
2292,30,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,960.0,2,1979.0,0.3,   2,69278
2293,5354,2014,"0,997260274",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,357.0,2,1960.0,0.0,   .,38442
2294,15288,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,170.0,1,1950.0,0.6,   2,13071
2295,15632,2013,"0,682191781",1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,390.0,1,1900.0,0.0,   3,91477
2296,1701,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,642.0,2,,0.0,   .,69260
2297,5935,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950.0,2,1960.0,0.0,   .,64122
2298,822,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1125.0,1,1970.0,0.6,   6,27229
2299,6916,2016,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,2800.0,2,1970.0,0.0,   5,63113
2300,6255,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,475.0,2,,0.0,   .,64249
2301,15536,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,195.0,1,1950.0,0.3,   3,91376
2302,9881,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1980.0,0.0,   .,63113
2303,17783,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2580.0,2,1975.0,0.6,   5,83061
2304,6711,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1200.0,2,1950.0,0.3,   4,83050
2305,17373,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1950.0,2,2011.0,0.0,   2,31203
2306,13755,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,13212
2307,4800,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1428.0,2,1980.0,0.0,   .,26362
2308,16260,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,171.0,4,1930.0,0.0,   3,06035
2309,13338,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,765.0,3,2007.0,0.0,   7,38185
2310,3812,2013,"0,547945205",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,3,1980.0,0.0,   .,83137
2311,9265,2013,"0,495890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2736.0,4,,0.0,   .,75103
2312,16204,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6000.0,3,1960.0,0.3,   5,2A004
2313,4772,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4300.0,1,1980.0,0.0,   .,58194
2314,5538,2016,"0,243169399",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,195.0,4,1960.0,0.0,   .,06088
2315,5368,2016,"0,579234973",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,3,,0.0,   .,93045
2316,11622,2013,"0,747945205",0,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,796.0,3,1960.0,0.0,   .,38185
2317,8851,2014,"0,246575342",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4880.0,4,,0.0,   .,06083
2318,11184,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000.0,1,1980.0,0.0,   .,42279
2319,16658,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,380.0,2,2009.0,0.0,   2,66136
2320,19989,2016,"0,032786885",0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,3700.0,1,1970.0,0.0,   6,42149
2321,4581,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,1960.0,0.0,   .,83050
2322,18054,2016,"0,99726776",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,5180.0,2,1980.0,0.0,   7,42218
2323,1494,2013,"0,495890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4600.0,2,1980.0,0.0,   .,34902
2324,15054,2013,"0,175342466",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3500.0,4,1988.0,0.0,   .,06088
2325,9405,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,420.0,2,2000.0,0.0,   3,77470
2326,15970,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,eff,2,283.0,1,1967.0,0.0,   3,74256
2327,20,2016,"0,99726776",0,V,N,1,O,1,N,N,N,O,O,AUTRE,IDENTIQUE,V,pi,1,968.0,2,1915.0,0.0,   3,38239
2328,6904,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,454.0,2,1980.0,0.0,   .,26243
2329,18902,2012,"0,295081967",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2060.0,3,2011.0,0.0,   5,64445
2330,8604,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,700.0,1,1930.0,0.0,   5,43038
2331,9468,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,360.0,2,1950.0,0.0,   3,51454
2332,15004,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,900.0,2,1900.0,0.3,   5,13204
2333,14983,2013,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3164.0,3,1988.0,0.0,   .,94004
2334,6637,2015,"0,216438356",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1412.0,3,,0.0,   .,33063
2335,17611,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1171.0,2,2011.0,0.0,   2,62645
2336,17677,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,566.0,2,1840.0,0.3,   3,31042
2337,3772,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,1,,0.0,   .,13047
2338,8541,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,740.0,4,,0.0,   .,06030
2339,19414,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,3500.0,1,2014.0,0.6,   4,63075
2340,9678,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5344.0,2,1960.0,0.0,   .,13210
2341,17627,2016,"0,994535519",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,4105.0,2,1970.0,0.0,   5,78490
2342,16223,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3100.0,1,2009.0,0.0,   3,35284
2343,12916,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,4,1990.0,V,   .,
2344,19151,2016,"0,99726776",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3611.0,2,2011.0,0.0,   4,95428
2345,9209,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,2,1960.0,0.0,   .,13209
2346,19245,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,370.0,2,1940.0,0.0,   2,13206
2347,3932,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1180.0,3,1960.0,0.0,   .,92009
2348,8091,2016,"0,967213115",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,324.0,2,,0.0,   .,62516
2349,11547,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,1,650.0,2,1989.0,0.0,   3,77318
2350,10085,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,869.0,2,,0.0,   .,80021
2351,13080,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1440.0,2,1970.0,0.0,   4,83069
2352,7272,2014,"0,923287671",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,990.0,1,1970.0,0.6,   4,13104
2353,11513,2013,"0,665753425",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1798.0,2,1980.0,0.0,   5,38433
2354,959,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650.0,1,1980.0,0.0,   .,36044
2355,6214,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1292.0,1,1988.0,0.0,   .,43157
2356,7245,2012,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2241.0,2,2004.0,0.0,   3,40209
2357,10975,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,602.0,1,1988.0,0.0,   .,05110
2358,18435,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,332.0,3,1871.0,0.0,   3,83137
2359,3798,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,16218.0,1,1980.0,0.0,   .,43251
2360,18180,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300.0,3,1900.0,0.0,   4,92012
2361,15445,2016,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1150.0,2,1960.0,0.0,   4,66164
2362,4752,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,882.0,4,1970.0,0.0,   6,75105
2363,19553,2014,"0,167123288",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,2000.0,2,2004.0,0.6,   2,40284
2364,11340,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,650.0,4,1970.0,0.0,   6,75115
2365,8844,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,730.0,4,1960.0,0.0,   6,06150
2366,15942,2015,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,900.0,4,1920.0,0.0,   4,75118
2367,14346,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,540.0,4,1960.0,0.0,   .,75120
2368,7604,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,480.0,2,1950.0,0.0,   3,30189
2369,6781,2013,"0,150684932",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8900.0,2,,0.0,   .,31555
2370,4926,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,725.0,1,,0.0,   .,74042
2371,7735,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3550.0,2,1980.0,0.0,   .,66171
2372,485,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,1,1988.0,0.0,   .,19031
2373,10464,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,550.0,2,1950.0,0.6,   5,76351
2374,15908,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,eff,2,500.0,4,1900.0,0.3,   5,75111
2375,1088,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,400.0,2,,0.0,   .,51454
2376,2797,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5326.0,2,1980.0,0.0,   .,68278
2377,4399,2016,"0,967213115",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1050.0,2,1962.0,0.0,   3,26362
2378,11679,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,4,1980.0,0.0,   .,06027
2379,6166,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,4,1980.0,0.0,   .,75114
2380,12850,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6657.0,2,1988.0,0.0,   .,13209
2381,16174,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,2127.0,4,1900.0,0.3,   7,75115
2382,4334,2012,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,1,315.0,2,1925.0,0.0,   3,51454
2383,8381,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,800.0,3,1850.0,0.6,   5,2A004
2384,7850,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1962.0,4,1960.0,0.0,   .,75115
2385,9807,2013,"0,084931507",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,686.0,2,1960.0,0.0,   .,77305
2386,17981,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,1,3280.0,2,1971.0,0.3,   7,26362
2387,3680,2013,0,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2347.0,3,1970.0,0.0,>=10,64483
2388,352,2012,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,750.0,2,1960.0,0.0,   4,63113
2389,5729,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,3550.0,1,1965.0,0.3,   7,74012
2390,8331,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4800.0,3,,0.0,   .,38185
2391,12526,2015,"0,997260274",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100.0,2,1988.0,0.0,   .,64024
2392,10951,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2810.0,2,,0.0,   .,57480
2393,11165,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,370.0,2,1988.0,0.0,   .,83123
2394,4746,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,280.0,2,1900.0,0.0,   4,13206
2395,4599,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,820.0,1,1980.0,0.0,   .,58194
2396,8641,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3414.0,4,,0.0,   .,06004
2397,4825,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1294.0,4,1900.0,0.0,   8,75106
2398,12678,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2255.0,3,1980.0,0.0,   .,92040
2399,403,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3992.0,1,1960.0,0.0,   .,07010
2400,4851,2014,"0,747945205",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1350.0,2,1980.0,0.0,   .,62108
2401,7059,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1061.0,4,1980.0,0.0,   .,75105
2402,5060,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,349.0,2,1960.0,0.0,   .,31555
2403,12622,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,540.0,2,2007.0,0.0,   3,82121
2404,17058,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,750.0,2,1980.0,0.0,   2,83126
2405,4158,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1960.0,0.0,   .,44109
2406,4313,2012,"0,453551913",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250.0,2,1980.0,0.0,   .,38416
2407,907,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150.0,1,1980.0,0.0,   .,86194
2408,3076,2013,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,311.0,3,1920.0,0.6,   4,64445
2409,14300,2013,"0,41369863",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1867.0,3,1980.0,0.0,   .,94058
2410,943,2016,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,2172.0,1,1990.0,0.0,   4,74256
2411,8385,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,425.0,2,1965.0,0.0,   3,83069
2412,15042,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1528.0,4,1980.0,0.0,   .,75114
2413,2783,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,580.0,1,1890.0,0.0,   4,42186
2414,17887,2014,"0,915068493",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1200.0,1,2000.0,0.0,   3,37261
2415,13435,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1113.0,4,,0.0,   .,75117
2416,11214,2015,1,0,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2280.0,1,1980.0,0.0,   .,54482
2417,9840,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13208
2418,9607,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400.0,2,1960.0,0.0,   .,13212
2419,19689,2016,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1100.0,2,1978.0,0.6,   2,77378
2420,13695,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,490.0,3,1960.0,0.0,   .,33063
2421,19519,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2064.0,1,2014.0,0.6,   6,12145
2422,4299,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2050.0,1,1995.0,0.6,   2,13096
2423,12086,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150.0,2,1960.0,0.0,   .,13206
2424,17086,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,16459.0,1,1971.0,0.0,>=10,45232
2425,5242,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1010.0,2,1960.0,0.0,   .,13201
2426,10719,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,2,1960.0,0.0,   .,13205
2427,18388,2012,"0,75136612",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,500.0,2,1950.0,0.0,   5,67482
2428,4756,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1140.0,1,1960.0,0.0,   .,46042
2429,19888,2016,"0,579234973",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,4300.0,2,1984.0,0.0,   4,83086
2430,18528,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1220.0,2,1955.0,0.0,   4,69091
2431,7195,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,2,1960.0,0.0,   .,13207
2432,6963,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1420.0,2,1980.0,0.0,   .,13201
2433,4340,2014,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,455.0,3,1960.0,0.0,   3,94080
2434,19900,2016,"0,549180328",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400.0,1,1900.0,0.6,   3,81220
2435,16601,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,160.0,4,1950.0,0.3,   4,75117
2436,10842,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,559.0,3,1960.0,0.0,   .,33063
2437,8300,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,570.0,3,,0.0,   .,67482
2438,206,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2091.0,4,1960.0,0.0,   .,75110
2439,19853,2016,"0,893442623",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,864.0,2,1950.0,0.6,   3,62516
2440,2181,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,750.0,2,1850.0,0.0,   5,76351
2441,12059,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,2,1960.0,0.0,   .,13205
2442,18819,2016,"0,994535519",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1061.0,1,1960.0,0.0,   4,84007
2443,14557,2012,"0,74863388",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1930.0,4,1960.0,0.0,   .,06088
2444,13103,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,2850.0,1,1960.0,0.0,>=10,73065
2445,14774,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,3,1960.0,0.0,   .,94071
2446,15086,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,585.0,1,,0.0,   .,63178
2447,4513,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1325.0,4,1980.0,0.0,   .,06083
2448,5668,2012,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,4,,0.0,   .,75116
2449,18219,2012,"0,912568306",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,198.0,1,1955.0,0.3,   3,13047
2450,10663,2016,"0,967213115",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,250.0,2,1900.0,0.0,   5,83058
